,0
国药股份(600511),sh600511
腾达建设(600512),sh600512
联环药业(600513),sh600513
*ST基础(600515),sh600515
方大炭素(600516),sh600516
国网英大(600517),sh600517
*ST康美(600518),sh600518
贵州茅台(600519),sh600519
文一科技(600520),sh600520
华海药业(600521),sh600521
中天科技(600522),sh600522
贵航股份(600523),sh600523
长园集团(600525),sh600525
菲达环保(600526),sh600526
江南高纤(600527),sh600527
中铁工业(600528),sh600528
山东药玻(600529),sh600529
交大昂立(600530),sh600530
豫光金铅(600531),sh600531
未来股份(600532),sh600532
栖霞建设(600533),sh600533
天士力(600535),sh600535
中国软件(600536),sh600536
亿晶光电(600537),sh600537
国发股份(600538),sh600538
狮头股份(600539),sh600539
新赛股份(600540),sh600540
莫高股份(600543),sh600543
卓郎智能(600545),sh600545
山煤国际(600546),sh600546
山东黄金(600547),sh600547
深高速(600548),sh600548
厦门钨业(600549),sh600549
保变电气(600550),sh600550
时代出版(600551),sh600551
凯盛科技(600552),sh600552
*ST海创(600555),sh600555
天下秀(600556),sh600556
康缘药业(600557),sh600557
大西洋(600558),sh600558
老白干酒(600559),sh600559
金自天正(600560),sh600560
江西长运(600561),sh600561
国睿科技(600562),sh600562
法拉电子(600563),sh600563
迪马股份(600565),sh600565
济川药业(600566),sh600566
山鹰国际(600567),sh600567
ST中珠(600568),sh600568
安阳钢铁(600569),sh600569
恒生电子(600570),sh600570
信雅达(600571),sh600571
康恩贝(600572),sh600572
惠泉啤酒(600573),sh600573
淮河能源(600575),sh600575
祥源文化(600576),sh600576
精达股份(600577),sh600577
京能电力(600578),sh600578
克劳斯(600579),sh600579
卧龙电驱(600580),sh600580
八一钢铁(600581),sh600581
天地科技(600582),sh600582
海油工程(600583),sh600583
长电科技(600584),sh600584
海螺水泥(600585),sh600585
金晶科技(600586),sh600586
新华医疗(600587),sh600587
用友网络(600588),sh600588
ST榕泰(600589),sh600589
泰豪科技(600590),sh600590
龙溪股份(600592),sh600592
*ST圣亚(600593),sh600593
益佰制药(600594),sh600594
*ST中孚(600595),sh600595
新安股份(600596),sh600596
光明乳业(600597),sh600597
北大荒(600598),sh600598
ST熊猫(600599),sh600599
青岛啤酒(600600),sh600600
ST方科(600601),sh600601
云赛智联(600602),sh600602
广汇物流(600603),sh600603
市北高新(600604),sh600604
汇通能源(600605),sh600605
绿地控股(600606),sh600606
ST沪科(600608),sh600608
金杯汽车(600609),sh600609
中毅达(600610),sh600610
大众交通(600611),sh600611
老凤祥(600612),sh600612
神奇制药(600613),sh600613
退市鹏起(600614),sh600614
*ST丰华(600615),sh600615
金枫酒业(600616),sh600616
国新能源(600617),sh600617
氯碱化工(600618),sh600618
海立股份(600619),sh600619
天宸股份(600620),sh600620
华鑫股份(600621),sh600621
光大嘉宝(600622),sh600622
华谊集团(600623),sh600623
复旦复华(600624),sh600624
申达股份(600626),sh600626
新世界(600628),sh600628
华建集团(600629),sh600629
龙头股份(600630),sh600630
浙数文化(600633),sh600633
退市富控(600634),sh600634
大众公用(600635),sh600635
国新文化(600636),sh600636
东方明珠(600637),sh600637
新黄浦(600638),sh600638
浦东金桥(600639),sh600639
号百控股(600640),sh600640
万业企业(600641),sh600641
申能股份(600642),sh600642
爱建集团(600643),sh600643
乐山电力(600644),sh600644
中源协和(600645),sh600645
同达创业(600647),sh600647
外高桥(600648),sh600648
城投控股(600649),sh600649
锦江在线(600650),sh600650
飞乐音响(600651),sh600651
*ST游久(600652),sh600652
申华控股(600653),sh600653
ST中安(600654),sh600654
豫园股份(600655),sh600655
信达地产(600657),sh600657
电子城(600658),sh600658
福耀玻璃(600660),sh600660
昂立教育(600661),sh600661
强生控股(600662),sh600662
陆家嘴(600663),sh600663
哈药股份(600664),sh600664
天地源(600665),sh600665
ST瑞德(600666),sh600666
太极实业(600667),sh600667
尖峰集团(600668),sh600668
ST目药(600671),sh600671
东阳光(600673),sh600673
川投能源(600674),sh600674
中华企业(600675),sh600675
交运股份(600676),sh600676
*ST航通(600677),sh600677
四川金顶(600678),sh600678
上海凤凰(600679),sh600679
*ST上普(600680),sh600680
百川能源(600681),sh600681
南京新百(600682),sh600682
京投发展(600683),sh600683
珠江股份(600684),sh600684
中船防务(600685),sh600685
金龙汽车(600686),sh600686
退市刚泰(600687),sh600687
上海石化(600688),sh600688
上海三毛(600689),sh600689
海尔智家(600690),sh600690
阳煤化工(600691),sh600691
亚通股份(600692),sh600692
东百集团(600693),sh600693
大商股份(600694),sh600694
*ST绿庭(600695),sh600695
岩石股份(600696),sh600696
欧亚集团(600697),sh600697
湖南天雁(600698),sh600698
均胜电子(600699),sh600699
退市工新(600701),sh600701
舍得酒业(600702),sh600702
三安光电(600703),sh600703
物产中大(600704),sh600704
中航产融(600705),sh600705
曲江文旅(600706),sh600706
彩虹股份(600707),sh600707
光明地产(600708),sh600708
苏美达(600710),sh600710
盛屯矿业(600711),sh600711
南宁百货(600712),sh600712
南京医药(600713),sh600713
金瑞矿业(600714),sh600714
文投控股(600715),sh600715
凤凰股份(600716),sh600716
天津港(600717),sh600717
东软集团(600718),sh600718
大连热电(600719),sh600719
祁连山(600720),sh600720
*ST百花(600721),sh600721
金牛化工(600722),sh600722
首商股份(600723),sh600723
宁波富达(600724),sh600724
云维股份(600725),sh600725
华电能源(600726),sh600726
鲁北化工(600727),sh600727
佳都科技(600728),sh600728
重庆百货(600729),sh600729
中国高科(600730),sh600730
湖南海利(600731),sh600731
爱旭股份(600732),sh600732
北汽蓝谷(600733),sh600733
*ST实达(600734),sh600734
新华锦(600735),sh600735
苏州高新(600736),sh600736
中粮糖业(600737),sh600737
丽尚国潮(600738),sh600738
辽宁成大(600739),sh600739
山西焦化(600740),sh600740
华域汽车(600741),sh600741
一汽富维(600742),sh600742
华远地产(600743),sh600743
华银电力(600744),sh600744
闻泰科技(600745),sh600745
江苏索普(600746),sh600746
退市大控(600747),sh600747
上实发展(600748),sh600748
西藏旅游(600749),sh600749
江中药业(600750),sh600750
海航科技(600751),sh600751
东方银星(600753),sh600753
锦江酒店(600754),sh600754
厦门国贸(600755),sh600755
浪潮软件(600756),sh600756
长江传媒(600757),sh600757
辽宁能源(600758),sh600758
洲际油气(600759),sh600759
中航沈飞(600760),sh600760
安徽合力(600761),sh600761
通策医疗(600763),sh600763
中国海防(600764),sh600764
中航重机(600765),sh600765
*ST园城(600766),sh600766
运盛医疗(600767),sh600767
宁波富邦(600768),sh600768
祥龙电业(600769),sh600769
综艺股份(600770),sh600770
广誉远(600771),sh600771
西藏城投(600773),sh600773
汉商集团(600774),sh600774
南京熊猫(600775),sh600775
东方通信(600776),sh600776
新潮能源(600777),sh600777
友好集团(600778),sh600778
水井坊(600779),sh600779
通宝能源(600780),sh600780
ST辅仁(600781),sh600781
新钢股份(600782),sh600782
鲁信创投(600783),sh600783
鲁银投资(600784),sh600784
新华百货(600785),sh600785
中储股份(600787),sh600787
鲁抗医药(600789),sh600789
轻纺城(600790),sh600790
京能置业(600791),sh600791
云煤能源(600792),sh600792
宜宾纸业(600793),sh600793
保税科技(600794),sh600794
国电电力(600795),sh600795
钱江生化(600796),sh600796
浙大网新(600797),sh600797
宁波海运(600798),sh600798
渤海化学(600800),sh600800
华新水泥(600801),sh600801
福建水泥(600802),sh600802
新奥股份(600803),sh600803
鹏博士(600804),sh600804
悦达投资(600805),sh600805
退市昆机(600806),sh600806
济南高新(600807),sh600807
马钢股份(600808),sh600808
山西汾酒(600809),sh600809
神马股份(600810),sh600810
东方集团(600811),sh600811
华北制药(600812),sh600812
杭州解百(600814),sh600814
厦工股份(600815),sh600815
ST安信(600816),sh600816
宇通重工(600817),sh600817
中路股份(600818),sh600818
耀皮玻璃(600819),sh600819
隧道股份(600820),sh600820
金开新能(600821),sh600821
上海物贸(600822),sh600822
世茂股份(600823),sh600823
益民集团(600824),sh600824
新华传媒(600825),sh600825
兰生股份(600826),sh600826
百联股份(600827),sh600827
茂业商业(600828),sh600828
人民同泰(600829),sh600829
香溢融通(600830),sh600830
广电网络(600831),sh600831
第一医药(600833),sh600833
申通地铁(600834),sh600834
上海机电(600835),sh600835
上海易连(600836),sh600836
海通证券(600837),sh600837
上海九百(600838),sh600838
四川长虹(600839),sh600839
上柴股份(600841),sh600841
上工申贝(600843),sh600843
丹化科技(600844),sh600844
宝信软件(600845),sh600845
同济科技(600846),sh600846
万里股份(600847),sh600847
上海临港(600848),sh600848
电科数字(600850),sh600850
海欣股份(600851),sh600851
龙建股份(600853),sh600853
春兰股份(600854),sh600854
航天长峰(600855),sh600855
ST中天(600856),sh600856
宁波中百(600857),sh600857
银座股份(600858),sh600858
王府井(600859),sh600859
京城股份(600860),sh600860
北京城乡(600861),sh600861
中航高科(600862),sh600862
内蒙华电(600863),sh600863
哈投股份(600864),sh600864
百大集团(600865),sh600865
星湖科技(600866),sh600866
通化东宝(600867),sh600867
梅雁吉祥(600868),sh600868
远东股份(600869),sh600869
*ST厦华(600870),sh600870
石化油服(600871),sh600871
中炬高新(600872),sh600872
梅花生物(600873),sh600873
创业环保(600874),sh600874
东方电气(600875),sh600875
洛阳玻璃(600876),sh600876
电能股份(600877),sh600877
航天电子(600879),sh600879
博瑞传播(600880),sh600880
亚泰集团(600881),sh600881
妙可蓝多(600882),sh600882
博闻科技(600883),sh600883
杉杉股份(600884),sh600884
宏发股份(600885),sh600885
国投电力(600886),sh600886
伊利股份(600887),sh600887
新疆众和(600888),sh600888
南京化纤(600889),sh600889
*ST中房(600890),sh600890
退市秋林(600891),sh600891
大晟文化(600892),sh600892
航发动力(600893),sh600893
广日股份(600894),sh600894
张江高科(600895),sh600895
*ST海医(600896),sh600896
厦门空港(600897),sh600897
ST美讯(600898),sh600898
长江电力(600900),sh600900
江苏租赁(600901),sh600901
贵州燃气(600903),sh600903
三峡能源(600905),sh600905
财达证券(600906),sh600906
无锡银行(600908),sh600908
华安证券(600909),sh600909
中国黄金(600916),sh600916
重庆燃气(600917),sh600917
中泰证券(600918),sh600918
江苏银行(600919),sh600919
杭州银行(600926),sh600926
西安银行(600928),sh600928
雪天盐业(600929),sh600929
爱柯迪(600933),sh600933
广西广电(600936),sh600936
重庆建工(600939),sh600939
新天绿能(600956),sh600956
东方证券(600958),sh600958
江苏有线(600959),sh600959
渤海汽车(600960),sh600960
株冶集团(600961),sh600961
国投中鲁(600962),sh600962
岳阳林纸(600963),sh600963
福成股份(600965),sh600965
博汇纸业(600966),sh600966
内蒙一机(600967),sh600967
海油发展(600968),sh600968
郴电国际(600969),sh600969
中材国际(600970),sh600970
恒源煤电(600971),sh600971
宝胜股份(600973),sh600973
新五丰(600975),sh600975
健民集团(600976),sh600976
中国电影(600977),sh600977
*ST宜生(600978),sh600978
广安爱众(600979),sh600979
北矿科技(600980),sh600980
汇鸿集团(600981),sh600981
宁波能源(600982),sh600982
惠而浦(600983),sh600983
建设机械(600984),sh600984
淮北矿业(600985),sh600985
浙文互联(600986),sh600986
航民股份(600987),sh600987
赤峰黄金(600988),sh600988
宝丰能源(600989),sh600989
四创电子(600990),sh600990
贵绳股份(600992),sh600992
马应龙(600993),sh600993
文山电力(600995),sh600995
贵广网络(600996),sh600996
开滦股份(600997),sh600997
九州通(600998),sh600998
招商证券(600999),sh600999
唐山港(601000),sh601000
晋控煤业(601001),sh601001
晋亿实业(601002),sh601002
柳钢股份(601003),sh601003
重庆钢铁(601005),sh601005
大秦铁路(601006),sh601006
金陵饭店(601007),sh601007
连云港(601008),sh601008
南京银行(601009),sh601009
文峰股份(601010),sh601010
宝泰隆(601011),sh601011
隆基股份(601012),sh601012
陕西黑猫(601015),sh601015
节能风电(601016),sh601016
宁波港(601018),sh601018
山东出版(601019),sh601019
ST华钰(601020),sh601020
春秋航空(601021),sh601021
玉龙股份(601028),sh601028
一拖股份(601038),sh601038
赛轮轮胎(601058),sh601058
中信建投(601066),sh601066
中铝国际(601068),sh601068
西部黄金(601069),sh601069
渝农商行(601077),sh601077
国芳集团(601086),sh601086
中国神华(601088),sh601088
中南传媒(601098),sh601098
太平洋(601099),sh601099
恒立液压(601100),sh601100
昊华能源(601101),sh601101
中国一重(601106),sh601106
四川成渝(601107),sh601107
财通证券(601108),sh601108
中国国航(601111),sh601111
ST华鼎(601113),sh601113
三江购物(601116),sh601116
中国化学(601117),sh601117
海南橡胶(601118),sh601118
四方股份(601126),sh601126
小康股份(601127),sh601127
常熟银行(601128),sh601128
博威合金(601137),sh601137
工业富联(601138),sh601138
深圳燃气(601139),sh601139
新城控股(601155),sh601155
东航物流(601156),sh601156
重庆水务(601158),sh601158
天风证券(601162),sh601162
三角轮胎(601163),sh601163
兴业银行(601166),sh601166
西部矿业(601168),sh601168
北京银行(601169),sh601169
杭齿前进(601177),sh601177
中国西电(601179),sh601179
中国铁建(601186),sh601186
厦门银行(601187),sh601187
龙江交通(601188),sh601188
东兴证券(601198),sh601198
江南水务(601199),sh601199
上海环境(601200),sh601200
东材科技(601208),sh601208
国泰君安(601211),sh601211
白银有色(601212),sh601212
君正集团(601216),sh601216
吉鑫科技(601218),sh601218
林洋能源(601222),sh601222
陕西煤业(601225),sh601225
华电重工(601226),sh601226
广州港(601228),sh601228
上海银行(601229),sh601229
环旭电子(601231),sh601231
桐昆股份(601233),sh601233
红塔证券(601236),sh601236
广汽集团(601238),sh601238
庞大集团(601258),sh601258
英利汽车(601279),sh601279
农业银行(601288),sh601288
青岛港(601298),sh601298
骆驼股份(601311),sh601311
中国平安(601318),sh601318
中国人保(601319),sh601319
秦港股份(601326),sh601326
交通银行(601328),sh601328
绿色动力(601330),sh601330
广深铁路(601333),sh601333
新华保险(601336),sh601336
百隆东方(601339),sh601339
三六零(601360),sh601360
利群股份(601366),sh601366
绿城水务(601368),sh601368
陕鼓动力(601369),sh601369
中原证券(601375),sh601375
兴业证券(601377),sh601377
怡球资源(601388),sh601388
中国中铁(601390),sh601390
工商银行(601398),sh601398
国机重装(601399),sh601399
国联证券(601456),sh601456
通用股份(601500),sh601500
中新集团(601512),sh601512
东风股份(601515),sh601515
吉林高速(601518),sh601518
大智慧(601519),sh601519
瑞丰银行(601528),sh601528
东吴证券(601555),sh601555
退市锐电(601558),sh601558
九牧王(601566),sh601566
三星医疗(601567),sh601567
北元集团(601568),sh601568
长沙银行(601577),sh601577
会稽山(601579),sh601579
北辰实业(601588),sh601588
上海电影(601595),sh601595
中国外运(601598),sh601598
浙文影业(601599),sh601599
中国铝业(601600),sh601600
中国太保(601601),sh601601
长城军工(601606),sh601606
上海医药(601607),sh601607
中信重工(601608),sh601608
金田铜业(601609),sh601609
中国核建(601611),sh601611
明阳智能(601615),sh601615
广电电气(601616),sh601616
中国中冶(601618),sh601618
嘉泽新能(601619),sh601619
中国人寿(601628),sh601628
长城汽车(601633),sh601633
旗滨集团(601636),sh601636
邮储银行(601658),sh601658
齐鲁银行(601665),sh601665
平煤股份(601666),sh601666
中国建筑(601668),sh601668
中国电建(601669),sh601669
明泰铝业(601677),sh601677
滨化股份(601678),sh601678
友发集团(601686),sh601686
华泰证券(601688),sh601688
拓普集团(601689),sh601689
中银证券(601696),sh601696
中国卫通(601698),sh601698
潞安环能(601699),sh601699
风范股份(601700),sh601700
华峰铝业(601702),sh601702
郑煤机(601717),sh601717
际华集团(601718),sh601718
上海电气(601727),sh601727
中国电信(601728),sh601728
中国中车(601766),sh601766
力帆科技(601777),sh601777
晶科科技(601778),sh601778
光大证券(601788),sh601788
宁波建工(601789),sh601789
蓝科高新(601798),sh601798
星宇股份(601799),sh601799
中国交建(601800),sh601800
皖新传媒(601801),sh601801
中海油服(601808),sh601808
新华文轩(601811),sh601811
京沪高铁(601816),sh601816
光大银行(601818),sh601818
沪农商行(601825),sh601825
三峰环境(601827),sh601827
美凯龙(601828),sh601828
成都银行(601838),sh601838
中国石油(601857),sh601857
中国科传(601858),sh601858
紫金银行(601860),sh601860
福莱特(601865),sh601865
中远海发(601866),sh601866
长飞光纤(601869),sh601869
招商轮船(601872),sh601872
正泰电器(601877),sh601877
浙商证券(601878),sh601878
辽港股份(601880),sh601880
中国银河(601881),sh601881
海天精工(601882),sh601882
江河集团(601886),sh601886
中国中免(601888),sh601888
亚星锚链(601890),sh601890
中煤能源(601898),sh601898
紫金矿业(601899),sh601899
南方传媒(601900),sh601900
方正证券(601901),sh601901
京运通(601908),sh601908
浙商银行(601916),sh601916
新集能源(601918),sh601918
中远海控(601919),sh601919
浙版传媒(601921),sh601921
凤凰传媒(601928),sh601928
吉视传媒(601929),sh601929
永辉超市(601933),sh601933
建设银行(601939),sh601939
中国出版(601949),sh601949
苏垦农发(601952),sh601952
金钼股份(601958),sh601958
重庆银行(601963),sh601963
中国汽研(601965),sh601965
玲珑轮胎(601966),sh601966
宝钢包装(601968),sh601968
海南矿业(601969),sh601969
招商南油(601975),sh601975
中国核电(601985),sh601985
中国银行(601988),sh601988
中国重工(601989),sh601989
南京证券(601990),sh601990
大唐发电(601991),sh601991
金隅集团(601992),sh601992
中金公司(601995),sh601995
丰林集团(601996),sh601996
贵阳银行(601997),sh601997
中信银行(601998),sh601998
出版传媒(601999),sh601999
华兴源创(688001),sh688001
睿创微纳(688002),sh688002
天准科技(688003),sh688003
博汇科技(688004),sh688004
容百科技(688005),sh688005
杭可科技(688006),sh688006
光峰科技(688007),sh688007
澜起科技(688008),sh688008
中国通号(688009),sh688009
福光股份(688010),sh688010
新光光电(688011),sh688011
中微公司(688012),sh688012
天臣医疗(688013),sh688013
交控科技(688015),sh688015
心脉医疗(688016),sh688016
绿的谐波(688017),sh688017
乐鑫科技(688018),sh688018
安集科技(688019),sh688019
方邦股份(688020),sh688020
奥福环保(688021),sh688021
瀚川智能(688022),sh688022
安恒信息(688023),sh688023
杰普特(688025),sh688025
洁特生物(688026),sh688026
国盾量子(688027),sh688027
沃尔德(688028),sh688028
南微医学(688029),sh688029
山石网科(688030),sh688030
天宜上佳(688033),sh688033
传音控股(688036),sh688036
芯源微(688037),sh688037
中科通达(688038),sh688038
当虹科技(688039),sh688039
爱博医疗(688050),sh688050
佳华科技(688051),sh688051
龙腾光电(688055),sh688055
莱伯泰科(688056),sh688056
金达莱(688057),sh688057
宝兰德(688058),sh688058
华锐精密(688059),sh688059
云涌科技(688060),sh688060
派能科技(688063),sh688063
凯赛生物(688065),sh688065
航天宏图(688066),sh688066
爱威科技(688067),sh688067
热景生物(688068),sh688068
德林海(688069),sh688069
纵横股份(688070),sh688070
华依科技(688071),sh688071
诺泰生物(688076),sh688076
大地熊(688077),sh688077
龙软科技(688078),sh688078
美迪凯(688079),sh688079
映翰通(688080),sh688080
兴图新科(688081),sh688081
中望软件(688083),sh688083
三友医疗(688085),sh688085
紫晶存储(688086),sh688086
虹软科技(688088),sh688088
瑞松科技(688090),sh688090
上海谊众(688091),sh688091
爱科科技(688092),sh688092
世华科技(688093),sh688093
福昕软件(688095),sh688095
京源环保(688096),sh688096
博众精工(688097),sh688097
申联生物(688098),sh688098
威胜信息(688100),sh688100
三达膜(688101),sh688101
国力股份(688103),sh688103
金宏气体(688106),sh688106
赛诺医疗(688108),sh688108
品茗股份(688109),sh688109
金山办公(688111),sh688111
联测科技(688113),sh688113
天奈科技(688116),sh688116
圣诺生物(688117),sh688117
普元信息(688118),sh688118
卓然股份(688121),sh688121
西部超导(688122),sh688122
聚辰股份(688123),sh688123
沪硅产业(688126),sh688126
蓝特光学(688127),sh688127
中国电研(688128),sh688128
东来技术(688129),sh688129
皓元医药(688131),sh688131
泰坦科技(688133),sh688133
利扬芯片(688135),sh688135
科兴制药(688136),sh688136
清溢光电(688138),sh688138
海尔生物(688139),sh688139
先惠技术(688155),sh688155
路德环境(688156),sh688156
松井股份(688157),sh688157
优刻得(688158),sh688158
有方科技(688159),sh688159
步科股份(688160),sh688160
埃夫特(688165),sh688165
博瑞医药(688166),sh688166
安博通(688168),sh688168
石头科技(688169),sh688169
百奥泰(688177),sh688177
万德斯(688178),sh688178
阿拉丁(688179),sh688179
君实生物(688180),sh688180
八亿时空(688181),sh688181
生益电子(688183),sh688183
康希诺(688185),sh688185
广大特材(688186),sh688186
时代电气(688187),sh688187
柏楚电子(688188),sh688188
南新制药(688189),sh688189
智洋创新(688191),sh688191
腾景科技(688195),sh688195
卓越新能(688196),sh688196
佰仁医疗(688198),sh688198
久日新材(688199),sh688199
华峰测控(688200),sh688200
信安世纪(688201),sh688201
美迪西(688202),sh688202
道通科技(688208),sh688208
瑞晟智能(688215),sh688215
气派科技(688216),sh688216
睿昂基因(688217),sh688217
江苏北人(688218),sh688218
会通股份(688219),sh688219
前沿生物(688221),sh688221
成都先导(688222),sh688222
开普云(688228),sh688228
博睿数据(688229),sh688229
神工股份(688233),sh688233
寒武纪(688256),sh688256
卓易信息(688258),sh688258
昀冢科技(688260),sh688260
泽�Z制药(688266),sh688266
华特气体(688268),sh688268
凯立新材(688269),sh688269
天智航(688277),sh688277
特宝生物(688278),sh688278
敏芯股份(688286),sh688286
鸿泉物联(688288),sh688288
圣湘生物(688289),sh688289
和达科技(688296),sh688296
东方生物(688298),sh688298
长阳科技(688299),sh688299
联瑞新材(688300),sh688300
奕瑞科技(688301),sh688301
科德数控(688305),sh688305
欧科亿(688308),sh688308
恒誉环保(688309),sh688309
迈得医疗(688310),sh688310
盟升电子(688311),sh688311
燕麦科技(688312),sh688312
仕佳光子(688313),sh688313
康拓医疗(688314),sh688314
诺禾致源(688315),sh688315
青云科技(688316),sh688316
之江生物(688317),sh688317
财富趋势(688318),sh688318
欧林生物(688319),sh688319
微芯生物(688321),sh688321
瑞华泰(688323),sh688323
深科达(688328),sh688328
宏力达(688330),sh688330
铂力特(688333),sh688333
复洁环保(688335),sh688335
三生国健(688336),sh688336
赛科希德(688338),sh688338
亿华通(688339),sh688339
富淼科技(688350),sh688350
键凯科技(688356),sh688356
建龙微纳(688357),sh688357
祥生医疗(688358),sh688358
三孚新科(688359),sh688359
德马科技(688360),sh688360
华熙生物(688363),sh688363
光云科技(688365),sh688365
昊海生科(688366),sh688366
晶丰明源(688368),sh688368
致远互联(688369),sh688369
迪威尔(688377),sh688377
奥来德(688378),sh688378
华光新材(688379),sh688379
新益昌(688383),sh688383
复旦微电(688385),sh688385
泛亚微透(688386),sh688386
嘉元科技(688388),sh688388
普门科技(688389),sh688389
固德威(688390),sh688390
安必平(688393),sh688393
正弦电气(688395),sh688395
华润微(688396),sh688396
赛特新材(688398),sh688398
硕世生物(688399),sh688399
中信博(688408),sh688408
震有科技(688418),sh688418
铁建重工(688425),sh688425
有研粉材(688456),sh688456
金科环境(688466),sh688466
科美诊断(688468),sh688468
艾迪药业(688488),sh688488
慧辰股份(688500),sh688500
青达环保(688501),sh688501
复旦张江(688505),sh688505
芯朋微(688508),sh688508
正元地信(688509),sh688509
航亚科技(688510),sh688510
天微电子(688511),sh688511
苑东生物(688513),sh688513
奥特维(688516),sh688516
金冠电气(688517),sh688517
联赢激光(688518),sh688518
南亚新材(688519),sh688519
神州细胞(688520),sh688520
芯原股份(688521),sh688521
科前生物(688526),sh688526
秦川物联(688528),sh688528
豪森股份(688529),sh688529
上声电子(688533),sh688533
思瑞浦(688536),sh688536
和辉光电(688538),sh688538
瑞联新材(688550),sh688550
科威尔(688551),sh688551
泽达易盛(688555),sh688555
高测股份(688556),sh688556
兰剑智能(688557),sh688557
国盛智科(688558),sh688558
海目星(688559),sh688559
明冠新材(688560),sh688560
奇安信(688561),sh688561
力源科技(688565),sh688565
吉贝尔(688566),sh688566
孚能科技(688567),sh688567
中科星图(688568),sh688568
铁科轨道(688569),sh688569
杭华股份(688571),sh688571
亚辉龙(688575),sh688575
浙海德曼(688577),sh688577
艾力斯(688578),sh688578
山大地纬(688579),sh688579
伟思医疗(688580),sh688580
上纬新材(688585),sh688585
江航装备(688586),sh688586
凌志软件(688588),sh688588
力合微(688589),sh688589
新致软件(688590),sh688590
芯海科技(688595),sh688595
正帆科技(688596),sh688596
煜邦电力(688597),sh688597
金博股份(688598),sh688598
天合光能(688599),sh688599
皖仪科技(688600),sh688600
奥泰生物(688606),sh688606
康众医疗(688607),sh688607
恒玄科技(688608),sh688608
九联科技(688609),sh688609
杭州柯林(688611),sh688611
奥精医疗(688613),sh688613
西力科技(688616),sh688616
惠泰医疗(688617),sh688617
三旺通信(688618),sh688618
罗普特(688619),sh688619
阳光诺和(688621),sh688621
呈和科技(688625),sh688625
翔宇医疗(688626),sh688626
优利德(688628),sh688628
芯��微装(688630),sh688630
星球石墨(688633),sh688633
智明达(688636),sh688636
华恒生物(688639),sh688639
迅捷兴(688655),sh688655
浩欧博(688656),sh688656
悦康药业(688658),sh688658
元琛科技(688659),sh688659
电气风电(688660),sh688660
和林微纳(688661),sh688661
富信科技(688662),sh688662
新风光(688663),sh688663
四方光电(688665),sh688665
菱电电控(688667),sh688667
鼎通科技(688668),sh688668
聚石化学(688669),sh688669
金迪克(688670),sh688670
金盘科技(688676),sh688676
海泰新光(688677),sh688677
福立旺(688678),sh688678
通源环境(688679),sh688679
海优新材(688680),sh688680
科汇股份(688681),sh688681
霍莱沃(688682),sh688682
莱尔科技(688683),sh688683
迈信林(688685),sh688685
奥普特(688686),sh688686
凯因科技(688687),sh688687
蚂蚁集团(688688),sh688688
银河微电(688689),sh688689
纳微科技(688690),sh688690
极米科技(688696),sh688696
伟创电气(688698),sh688698
明微电子(688699),sh688699
东威科技(688700),sh688700
宏微科技(688711),sh688711
唯赛勃(688718),sh688718
格科微(688728),sh688728
壹石通(688733),sh688733
普冉股份(688766),sh688766
博拓生物(688767),sh688767
容知日新(688768),sh688768
国光电气(688776),sh688776
中控技术(688777),sh688777
厦钨新能(688778),sh688778
长远锂科(688779),sh688779
悦安新材(688786),sh688786
海天瑞声(688787),sh688787
科思科技(688788),sh688788
宏华数科(688789),sh688789
倍轻松(688793),sh688793
艾为电子(688798),sh688798
华纳药厂(688799),sh688799
瑞可达(688800),sh688800
天能股份(688819),sh688819
中芯国际(688981),sh688981
